,symbol,open,high,low,close,volume
2019-10-06 06:00:00,BTC/USDT,7899.4,7963.51,7892.0,7941.91,1060.77924
2019-10-06 07:00:00,BTC/USDT,7942.72,7965.43,7927.11,7938.14,803.08291
2019-10-06 08:00:00,BTC/USDT,7938.12,7939.15,7880.0,7902.36,1200.7857699999997
2019-10-06 09:00:00,BTC/USDT,7902.32,7925.99,7861.01,7910.02,1567.464149
2019-10-06 10:00:00,BTC/USDT,7910.95,8050.0,7902.3,8009.85,3540.7031649999994
2019-10-06 11:00:00,BTC/USDT,8008.52,8026.77,7953.55,7984.26,1388.9077040000002
2019-10-06 12:00:00,BTC/USDT,7983.3,8015.36,7968.0,7974.53,829.6621100000001
2019-10-06 13:00:00,BTC/USDT,7971.75,7991.0,7785.0,7835.41,4306.710717
2019-10-06 14:00:00,BTC/USDT,7835.04,7903.99,7812.07,7892.11,1536.623208
2019-10-06 15:00:00,BTC/USDT,7889.06,7924.78,7864.01,7899.35,1053.0262469999998
2019-10-06 16:00:00,BTC/USDT,7899.2,7925.0,7865.75,7915.39,660.670477
2019-10-06 17:00:00,BTC/USDT,7915.23,7915.23,7840.0,7845.72,764.755577
2019-10-06 18:00:00,BTC/USDT,7845.67,7876.68,7800.52,7854.25,1769.509176
2019-10-06 19:00:00,BTC/USDT,7855.3,7867.43,7762.0,7817.71,2646.725331
2019-10-06 20:00:00,BTC/USDT,7816.3,7832.06,7773.0,7813.45,1213.222865
2019-10-06 21:00:00,BTC/USDT,7814.51,7846.7,7791.45,7819.67,812.248201
2019-10-06 22:00:00,BTC/USDT,7819.71,7907.86,7817.02,7864.91,1843.7546890000003
2019-10-06 23:00:00,BTC/USDT,7864.96,7888.09,7826.02,7837.0,919.701382
2019-10-07 00:00:00,BTC/USDT,7838.02,7846.18,7805.0,7836.7,902.42983
2019-10-07 01:00:00,BTC/USDT,7836.03,7849.36,7801.41,7824.73,1026.6532969999996
2019-10-07 02:00:00,BTC/USDT,7824.49,7880.0,7823.17,7866.88,1127.1903720000003
2019-10-07 03:00:00,BTC/USDT,7867.2,7938.48,7866.52,7887.15,2492.6376440000004
2019-10-07 04:00:00,BTC/USDT,7887.47,7946.07,7870.0,7923.76,1522.3112780000004
2019-10-07 05:00:00,BTC/USDT,7924.18,8060.0,7924.04,7996.0,5272.151597999998
2019-10-07 06:00:00,BTC/USDT,7996.0,8040.53,7978.07,7984.8,2077.4784539999996
2019-10-07 07:00:00,BTC/USDT,7984.78,8150.0,7983.59,8110.0,4708.569465999998
2019-10-07 08:00:00,BTC/USDT,8110.0,8199.0,8110.0,8144.28,4694.979203
2019-10-07 09:00:00,BTC/USDT,8144.28,8168.71,8112.03,8150.76,2164.199059
2019-10-07 10:00:00,BTC/USDT,8150.29,8224.44,8138.78,8176.93,3330.5922149999997
2019-10-07 11:00:00,BTC/USDT,8177.23,8243.0,8133.51,8232.21,2851.656421
2019-10-07 12:00:00,BTC/USDT,8232.21,8281.32,8206.29,8263.93,3655.608319
2019-10-07 13:00:00,BTC/USDT,8263.39,8299.92,8210.0,8232.03,2916.146748
2019-10-07 14:00:00,BTC/USDT,8231.81,8245.98,8210.0,8211.0,1052.3914399999999
2019-10-07 15:00:00,BTC/USDT,8211.0,8241.99,8175.37,8197.82,1640.619633
2019-10-07 16:00:00,BTC/USDT,8197.74,8216.0,8177.72,8191.87,900.2139719999999
2019-10-07 17:00:00,BTC/USDT,8191.65,8244.3,8190.94,8230.45,1076.2540699999997
2019-10-07 18:00:00,BTC/USDT,8232.85,8255.44,8181.0,8190.09,1354.3368100000007
2019-10-07 19:00:00,BTC/USDT,8190.82,8230.0,8186.45,8228.02,1347.2618160000002
2019-10-07 20:00:00,BTC/USDT,8228.01,8286.97,8215.42,8282.93,1565.3078550000002
2019-10-07 21:00:00,BTC/USDT,8283.75,8325.0,8261.07,8264.68,2125.736311
2019-10-07 22:00:00,BTC/USDT,8266.71,8281.23,8235.13,8258.79,1208.5263289999998
2019-10-07 23:00:00,BTC/USDT,8258.75,8290.18,8220.6,8223.65,1338.120013
2019-10-08 00:00:00,BTC/USDT,8223.65,8255.78,8202.42,8246.6,1581.358718
2019-10-08 01:00:00,BTC/USDT,8244.81,8259.99,8223.0,8240.94,1071.3403860000005
2019-10-08 02:00:00,BTC/USDT,8240.58,8240.94,8194.0,8202.82,1419.2164269999998
2019-10-08 03:00:00,BTC/USDT,8202.38,8206.58,8126.81,8166.41,3051.396914
2019-10-08 04:00:00,BTC/USDT,8167.66,8177.8,8135.0,8169.51,1395.1767380000008
2019-10-08 05:00:00,BTC/USDT,8170.73,8219.98,8151.86,8164.45,2077.464226
2019-10-08 06:00:00,BTC/USDT,8164.45,8197.29,8153.45,8179.0,1235.2952659999999
2019-10-08 07:00:00,BTC/USDT,8179.01,8228.3,8130.0,8227.53,1931.724906
2019-10-08 08:00:00,BTC/USDT,8225.56,8246.0,8191.55,8200.0,1676.0518470000006
2019-10-08 09:00:00,BTC/USDT,8199.99,8199.99,8151.0,8188.84,1463.0092260000006
2019-10-08 10:00:00,BTC/USDT,8187.85,8221.09,8176.17,8185.81,1290.5205629999998
2019-10-08 11:00:00,BTC/USDT,8185.37,8210.0,8157.07,8167.01,1693.3467079999996
2019-10-08 12:00:00,BTC/USDT,8167.77,8184.54,8157.98,8174.24,1076.9981500000001
2019-10-08 13:00:00,BTC/USDT,8174.25,8198.3,8158.8,8184.53,920.069892
2019-10-08 14:00:00,BTC/USDT,8184.56,8205.76,8160.0,8163.38,1206.522449
2019-10-08 15:00:00,BTC/USDT,8166.59,8187.03,8088.75,8126.83,1755.1370029999998
2019-10-08 16:00:00,BTC/USDT,8126.39,8164.0,8122.66,8163.03,938.0841620000001
2019-10-08 17:00:00,BTC/USDT,8162.84,8210.0,8151.77,8191.17,1137.0681540000003
2019-10-08 18:00:00,BTC/USDT,8192.02,8206.12,8159.43,8168.39,947.9233640000001
2019-10-08 19:00:00,BTC/USDT,8170.79,8203.7,8137.26,8182.17,1507.386613
2019-10-08 20:00:00,BTC/USDT,8180.83,8189.92,8160.0,8163.35,555.040161
2019-10-08 21:00:00,BTC/USDT,8163.37,8166.99,8123.76,8158.54,999.1745230000001
2019-10-08 22:00:00,BTC/USDT,8159.85,8171.96,8116.82,8119.76,744.7629240000001
2019-10-08 23:00:00,BTC/USDT,8119.7,8147.12,8115.0,8129.85,664.7966989999999
2019-10-09 00:00:00,BTC/USDT,8129.99,8165.0,8122.0,8148.95,865.0383830000002
2019-10-09 01:00:00,BTC/USDT,8148.36,8166.25,8134.54,8150.44,1076.5891450000001
2019-10-09 02:00:00,BTC/USDT,8150.45,8195.98,8146.81,8179.6,1436.9832430000001
2019-10-09 03:00:00,BTC/USDT,8178.66,8198.49,8156.95,8194.52,1494.2506269999992
2019-10-09 04:00:00,BTC/USDT,8194.52,8223.0,8176.04,8196.3,1703.5995889999997
2019-10-09 05:00:00,BTC/USDT,8196.23,8239.0,8186.58,8207.16,1640.5181750000002
2019-10-09 06:00:00,BTC/USDT,8207.16,8208.57,8157.77,8185.9,1799.5286100000008
2019-10-09 07:00:00,BTC/USDT,8185.88,8190.0,8160.0,8169.09,1134.0636410000002
2019-10-09 08:00:00,BTC/USDT,8167.73,8243.53,8165.56,8241.15,1592.7643420000002
2019-10-09 09:00:00,BTC/USDT,8243.56,8450.0,8238.13,8438.46,9507.525753999997
2019-10-09 10:00:00,BTC/USDT,8438.49,8663.92,8432.76,8550.0,10001.356391999996
2019-10-09 11:00:00,BTC/USDT,8552.46,8639.69,8483.42,8566.82,6329.5951540000015
2019-10-09 12:00:00,BTC/USDT,8567.77,8635.0,8557.08,8617.02,2917.013896
2019-10-09 13:00:00,BTC/USDT,8615.83,8670.0,8575.0,8590.63,2550.871679
2019-10-09 14:00:00,BTC/USDT,8590.63,8596.0,8550.84,8581.98,1278.0037849999999
2019-10-09 15:00:00,BTC/USDT,8579.75,8615.0,8560.0,8564.07,1082.6727179999998
2019-10-09 16:00:00,BTC/USDT,8565.11,8593.94,8524.0,8542.12,1201.68483
2019-10-09 17:00:00,BTC/USDT,8542.46,8618.19,8539.57,8556.0,1730.3608510000001
2019-10-09 18:00:00,BTC/USDT,8556.23,8598.0,8555.18,8560.74,1225.1226439999996
2019-10-09 19:00:00,BTC/USDT,8562.15,8592.0,8547.77,8554.97,1107.5093979999997
2019-10-09 20:00:00,BTC/USDT,8554.95,8562.39,8524.02,8530.29,1626.1255510000008
2019-10-09 21:00:00,BTC/USDT,8530.29,8545.45,8484.3,8543.58,1899.3836479999998
2019-10-09 22:00:00,BTC/USDT,8543.58,8580.26,8525.01,8543.51,1699.4686990000005
2019-10-09 23:00:00,BTC/USDT,8544.42,8585.0,8544.42,8574.98,888.2426339999998
2019-10-10 00:00:00,BTC/USDT,8574.98,8574.98,8540.0,8551.73,1868.6823109999991
2019-10-10 01:00:00,BTC/USDT,8551.66,8602.56,8531.0,8588.13,1309.7113829999994
2019-10-10 02:00:00,BTC/USDT,8587.21,8644.0,8570.0,8613.73,2017.831194
2019-10-10 03:00:00,BTC/USDT,8614.73,8622.63,8542.05,8556.85,2023.2828980000004
2019-10-10 04:00:00,BTC/USDT,8557.0,8562.1,8490.51,8513.48,2991.231628
2019-10-10 05:00:00,BTC/USDT,8513.48,8529.99,8462.0,8512.06,2630.704213999999
2019-10-10 06:00:00,BTC/USDT,8512.14,8533.46,8494.26,8524.3,1590.9502399999997
2019-10-10 07:00:00,BTC/USDT,8526.02,8526.02,8414.52,8461.22,3386.7503899999997
2019-10-10 08:00:00,BTC/USDT,8461.22,8496.0,8435.98,8480.0,1763.041924
2019-10-10 09:00:00,BTC/USDT,8482.39,8510.0,8456.68,8489.98,1635.8484760000001
2019-10-10 10:00:00,BTC/USDT,8489.74,8555.4,8472.8,8540.69,1716.2379019999996
2019-10-10 11:00:00,BTC/USDT,8540.73,8573.93,8509.06,8526.18,1649.2756019999997
2019-10-10 12:00:00,BTC/USDT,8525.9,8542.15,8488.14,8489.87,850.9720899999999
2019-10-10 13:00:00,BTC/USDT,8489.87,8531.08,8482.2,8519.47,1089.1572890000002
2019-10-10 14:00:00,BTC/USDT,8519.98,8556.0,8518.24,8554.13,996.4936049999995
2019-10-10 15:00:00,BTC/USDT,8554.96,8579.96,8530.26,8552.3,1570.4035279999994
2019-10-10 16:00:00,BTC/USDT,8551.87,8589.81,8520.0,8546.76,1239.5948370000003
2019-10-10 17:00:00,BTC/USDT,8546.0,8570.01,8528.11,8561.0,852.0139040000001
2019-10-10 18:00:00,BTC/USDT,8561.16,8568.0,8530.0,8558.03,735.0328219999997
2019-10-10 19:00:00,BTC/USDT,8557.82,8572.91,8491.38,8502.41,1609.4000419999995
2019-10-10 20:00:00,BTC/USDT,8502.41,8528.81,8475.0,8525.32,1125.748941
2019-10-10 21:00:00,BTC/USDT,8525.35,8527.98,8483.93,8508.85,1038.794517
2019-10-10 22:00:00,BTC/USDT,8509.16,8557.0,8499.41,8553.35,986.5029910000001
2019-10-10 23:00:00,BTC/USDT,8552.47,8711.11,8530.82,8698.0,4005.0585249999995
2019-10-11 00:00:00,BTC/USDT,8697.67,8779.51,8359.0,8444.01,11051.569354999994
2019-10-11 01:00:00,BTC/USDT,8441.9,8445.52,8371.45,8428.8,3175.9622359999994
2019-10-11 02:00:00,BTC/USDT,8428.11,8435.0,8379.0,8387.69,1942.6061000000002
2019-10-11 03:00:00,BTC/USDT,8387.69,8389.37,8261.54,8355.79,4648.653874
2019-10-11 04:00:00,BTC/USDT,8354.48,8379.65,8336.29,8348.78,1265.4099900000006
2019-10-11 05:00:00,BTC/USDT,8349.38,8379.35,8334.02,8367.51,1185.290663
2019-10-11 06:00:00,BTC/USDT,8367.46,8368.28,8279.96,8297.5,2239.8043460000004
2019-10-11 07:00:00,BTC/USDT,8299.43,8356.51,8270.16,8337.63,1529.0080999999996
2019-10-11 08:00:00,BTC/USDT,8337.62,8360.0,8321.16,8340.83,1388.2403389999995
2019-10-11 09:00:00,BTC/USDT,8340.14,8341.55,8280.1,8318.0,1872.4740079999995
2019-10-11 10:00:00,BTC/USDT,8316.72,8349.99,8288.14,8343.47,1815.6654540000002
2019-10-11 11:00:00,BTC/USDT,8343.0,8350.0,8277.77,8343.46,2354.0102230000007
2019-10-11 12:00:00,BTC/USDT,8342.82,8374.0,8326.91,8337.16,1363.083386
2019-10-11 13:00:00,BTC/USDT,8337.79,8357.56,8302.0,8314.84,841.4479170000001
2019-10-11 14:00:00,BTC/USDT,8312.94,8345.0,8307.48,8344.01,559.2819920000002
2019-10-11 15:00:00,BTC/USDT,8342.96,8357.79,8319.63,8324.32,1146.185346
2019-10-11 16:00:00,BTC/USDT,8323.05,8329.11,8300.01,8312.64,668.7079160000002
2019-10-11 17:00:00,BTC/USDT,8311.31,8344.99,8311.23,8314.5,526.289817
2019-10-11 18:00:00,BTC/USDT,8314.5,8321.69,8212.38,8258.5,2066.08834
2019-10-11 19:00:00,BTC/USDT,8257.95,8307.99,8250.0,8272.38,1192.092748
2019-10-11 20:00:00,BTC/USDT,8272.34,8331.26,8265.0,8308.74,1483.3660710000001
2019-10-11 21:00:00,BTC/USDT,8309.59,8331.0,8292.46,8302.48,675.8442010000002
2019-10-11 22:00:00,BTC/USDT,8303.09,8324.63,8292.02,8308.3,704.3751490000002
2019-10-11 23:00:00,BTC/USDT,8308.32,8331.46,8305.07,8314.09,889.6137980000001
2019-10-12 00:00:00,BTC/USDT,8314.09,8354.82,8310.6,8330.82,938.598274
2019-10-12 01:00:00,BTC/USDT,8330.11,8358.99,8330.01,8340.93,857.0606149999999
2019-10-12 02:00:00,BTC/USDT,8340.08,8348.0,8324.46,8338.62,603.1975570000001
2019-10-12 03:00:00,BTC/USDT,8338.66,8348.0,8320.0,8341.0,825.4235309999998
2019-10-12 04:00:00,BTC/USDT,8341.0,8369.98,8335.58,8336.68,1076.8349409999998
2019-10-12 05:00:00,BTC/USDT,8336.68,8337.03,8291.0,8311.44,1455.9127099999996
2019-10-12 06:00:00,BTC/USDT,8310.45,8343.5,8295.03,8321.41,889.4917970000001
2019-10-12 07:00:00,BTC/USDT,8321.06,8336.99,8305.39,8331.91,587.5708999999999
2019-10-12 08:00:00,BTC/USDT,8333.95,8340.0,8313.67,8332.71,657.9798989999999
2019-10-12 09:00:00,BTC/USDT,8332.41,8400.0,8310.0,8385.18,1661.328857
2019-10-12 10:00:00,BTC/USDT,8388.17,8397.55,8347.52,8372.42,1202.5246920000006
