Created on 10-17-2019,https://www.CryptoDataDownload.com
date,symbol,open,high,low,close,volume_btc,volume
2019-05-01,BTCUSD,5270.69,5358.39,5265.61,5321.15,7128.85,37828445.34
2019-04-30,BTCUSD,5148.25,5285,5126.25,5270.69,7203.05,37605608.19
2019-04-29,BTCUSD,5155,5189.54,5072.01,5148.25,7285.66,37509346.52
2019-04-28,BTCUSD,5170.6,5214.5,5101,5155,4907.63,25342814.44
2019-04-27,BTCUSD,5159.51,5221.24,5117.46,5170.6,4261.41,22026583.22
2019-04-26,BTCUSD,5134.81,5295.03,5041.14,5159.51,14211.29,73166930.82
2019-04-25,BTCUSD,5441.9,5512.12,4963,5134.81,16761.42,88265920.0
2019-04-24,BTCUSD,5532.75,5624.47,5374,5441.9,14767.24,80964479.93
2019-04-23,BTCUSD,5387.6,5650.01,5361.01,5532.75,17566.38,97351926.25
2019-04-22,BTCUSD,5297.64,5440.84,5250.45,5387.6,11965.4,63951509.97
2019-04-21,BTCUSD,5319.89,5349.16,5213.34,5297.64,5739.01,30311973.11
2019-04-20,BTCUSD,5290.37,5359.98,5260.24,5319.89,4881.14,25922272.83
2019-04-19,BTCUSD,5281.81,5359.47,5196.7,5290.37,6230.69,32806296.21
2019-04-18,BTCUSD,5227,5318.18,5222.26,5281.81,8214.7,43288888.25
2019-04-17,BTCUSD,5202.9,5272.32,5173.11,5227,7396.94,38598117.94
2019-04-16,BTCUSD,5029.99,5229.97,5016.45,5202.9,8604.75,44145827.38
2019-04-15,BTCUSD,5164.27,5193.01,4945.54,5029.99,9607.43,48834658.83
2019-04-14,BTCUSD,5066.22,5191.19,5013.81,5164.27,4401.42,22464397.43
2019-04-13,BTCUSD,5078.19,5123.28,5036.74,5066.22,4284.12,21783412.82
2019-04-12,BTCUSD,5040.12,5118.56,4901.99,5078.19,9858.67,49603600.11
2019-04-11,BTCUSD,5318.58,5342.74,4967.24,5040.12,15029.95,76928285.23
2019-04-10,BTCUSD,5193.49,5488,5164.49,5318.58,16026.52,85275526.27
2019-04-09,BTCUSD,5285.54,5287,5145,5193.49,9692.89,50561742.62
2019-04-08,BTCUSD,5194.79,5352.5,5132.28,5285.54,15523.75,81476130.3
2019-04-07,BTCUSD,5044.13,5270.33,5029.7,5194.79,10073.94,51868140.96
2019-04-06,BTCUSD,5040.66,5244.04,4925,5044.13,11990.17,60965228.53
2019-04-05,BTCUSD,4907.3,5066.59,4887.34,5040.66,11560.17,57721250.19
2019-04-04,BTCUSD,4975.97,5071.34,4778.84,4907.3,15160.91,75091028.79
2019-04-03,BTCUSD,4901.93,5345,4787.11,4975.97,33951.68,171922050.36
2019-04-02,BTCUSD,4137.01,5100.78,4133.15,4901.93,28678.1,134414183.73
2019-04-01,BTCUSD,4094.99,4149.5,4051.53,4137.01,7735.88,31901450.55
2019-03-19,BTCUSD,3970.5,3984.58,3969.58,3975.01,361.69,1438461.03
2019-03-18,BTCUSD,3967.01,4015.7,3937.69,3970.5,5416.76,21516929.92
2019-03-17,BTCUSD,3990,3991,3936.3,3967.01,3285.58,13030110.4
2019-03-16,BTCUSD,3902.8,4037.47,3900.93,3990,6188.47,24615016.13
2019-03-15,BTCUSD,3853.95,3910,3846.79,3902.8,6550.17,25436911.1
2019-03-14,BTCUSD,3851.02,3900,3779.28,3853.95,6992.9,26886698.0
2019-03-13,BTCUSD,3860,3871.02,3827.5,3851.02,5460.66,21041161.73
2019-03-12,BTCUSD,3849.68,3875.33,3798.16,3860,6489.22,24965536.42
2019-03-11,BTCUSD,3900.92,3911.83,3817.01,3849.68,5750.54,22190744.14
2019-03-10,BTCUSD,3917,3917,3867.84,3900.92,3444.59,13416590.84
2019-03-09,BTCUSD,3843.12,3947.33,3834.59,3917,5170.55,20142551.25
2019-03-08,BTCUSD,3857.05,3910.88,3771,3843.12,8160.65,31578776.48
2019-03-07,BTCUSD,3851.89,3891,3830.79,3857.05,6997.28,27045042.11
2019-03-06,BTCUSD,3844.59,3894.7,3812,3851.89,6615.04,25412172.29
2019-03-05,BTCUSD,3700.72,3874.98,3692.36,3844.59,8617.6,32710915.64
2019-03-04,BTCUSD,3786.93,3804.99,3672.39,3700.72,7793.41,28997773.37
2019-03-03,BTCUSD,3809.7,3815.48,3763.62,3786.93,3839.56,14578727.87
2019-03-02,BTCUSD,3806.17,3818.08,3763,3809.7,3583.18,13632830.38
2019-03-01,BTCUSD,3792.14,3843,3791.31,3806.17,6474.64,24705314.88
2019-02-28,BTCUSD,3799.92,3899.99,3755.21,3792.14,8766.86,33445250.63
2019-02-27,BTCUSD,3799.48,3823.13,3655,3799.92,7410.2,27975803.06
2019-02-26,BTCUSD,3818.79,3826.37,3763.71,3799.48,6309.89,23962925.76
2019-02-25,BTCUSD,3734.22,3860,3731.09,3818.79,10610.58,40365766.13
2019-02-24,BTCUSD,4110,4188.79,3712.84,3734.22,14145.95,55233424.46
2019-02-23,BTCUSD,3942.02,4156.1,3911.3,4110,9881.57,39860713.71
2019-02-22,BTCUSD,3897.71,3956.43,3886.15,3942.02,7477.11,29358924.77
2019-02-21,BTCUSD,3938.99,3988,3869.45,3897.71,8198.49,32077392.67
2019-02-20,BTCUSD,3888.01,3967.19,3867.13,3938.99,8325.53,32602642.37
2019-02-19,BTCUSD,3867,3969.54,3841.54,3888.01,13795.19,53982559.47
2019-02-18,BTCUSD,3625.08,3917,3616.18,3867,15037.03,56655317.89
2019-02-17,BTCUSD,3582.37,3675,3557.43,3625.08,5781.9,20780886.86
2019-02-16,BTCUSD,3566.59,3607.36,3565.5,3582.37,4156.81,14916499.5
2019-02-15,BTCUSD,3561.5,3620.22,3545.89,3566.59,6844.45,24453168.07
2019-02-14,BTCUSD,3576.68,3589,3535.1,3561.5,5661.32,20210454.73
2019-02-13,BTCUSD,3588.06,3627.99,3562.98,3576.68,6850.51,24541109.49
2019-02-12,BTCUSD,3590.36,3618.77,3550,3588.06,7722.15,27645391.28
2019-02-11,BTCUSD,3648.85,3652,3579.38,3590.36,8107.71,29178699.25
2019-02-10,BTCUSD,3623.73,3654.28,3578.59,3648.85,5165.23,18675524.41
2019-02-09,BTCUSD,3622,3642.11,3597,3623.73,4887.47,17674316.87
2019-02-08,BTCUSD,3359,3711,3344,3622,15716.99,55243279.17
2019-02-07,BTCUSD,3367.36,3383.14,3352.01,3359,8292.37,27907612.16
2019-02-06,BTCUSD,3428.4,3441,3340.8,3367.36,8897.36,30027779.92
2019-02-05,BTCUSD,3409.57,3429.46,3400,3428.4,5993.48,20484570.9
2019-02-04,BTCUSD,3414.78,3435,3395.1,3409.57,5727.22,19551500.4
2019-02-03,BTCUSD,3468.43,3471.76,3386.45,3414.78,4341.6,14864318.35
2019-02-02,BTCUSD,3437.5,3483.24,3414.49,3468.43,3813.96,13105971.91
2019-02-01,BTCUSD,3411.49,3458.26,3369.62,3437.5,8410.91,28763661.15
2019-01-31,BTCUSD,3437.55,3473.4,3396.74,3411.49,7148.39,24471669.15
2019-01-30,BTCUSD,3397.42,3459.41,3373.35,3437.55,8293.61,28405644.02
2019-01-29,BTCUSD,3429.95,3438.4,3337.87,3397.42,8168.2,27746463.85
2019-01-28,BTCUSD,3531.01,3535.92,3374.02,3429.95,11621.01,39919615.64
2019-01-27,BTCUSD,3556.07,3562.9,3471.98,3531.01,3868.19,13690073.61
2019-01-26,BTCUSD,3562.18,3657.76,3540,3556.07,4534.02,16208498.17
2019-01-25,BTCUSD,3568.97,3578.79,3510.01,3562.18,6547.88,23272887.24
2019-01-24,BTCUSD,3553.01,3595.83,3530.1,3568.97,5607.18,19952934.72
2019-01-23,BTCUSD,3577.03,3614.47,3523.64,3553.01,7628.41,27204598.72
2019-01-22,BTCUSD,3531.76,3611.5,3425,3577.03,8672.66,30775003.38
2019-01-21,BTCUSD,3536.19,3568.95,3487.37,3531.76,6240.95,22065763.42
2019-01-20,BTCUSD,3682.65,3703.39,3481.01,3536.19,6721.45,24022523.12
2019-01-19,BTCUSD,3607.85,3759.98,3604.9,3682.65,4765.26,17551096.43
2019-01-18,BTCUSD,3640.65,3643.69,3580.16,3607.85,5741.49,20744958.32
2019-01-17,BTCUSD,3609.71,3657,3541.29,3640.65,8526.63,30758678.41
2019-01-16,BTCUSD,3580.76,3666.73,3572.52,3609.71,8531.11,30758589.69
2019-01-15,BTCUSD,3664.19,3684.38,3540,3580.76,10048.6,36429393.35
2019-01-14,BTCUSD,3514.24,3711.1,3509.24,3664.19,10607.81,38411565.21
2019-01-13,BTCUSD,3619.41,3641.86,3482,3514.24,7072.38,25092340.55
2019-01-12,BTCUSD,3635.69,3649.18,3557.29,3619.41,5418.47,19639259.73
2019-01-11,BTCUSD,3626.12,3699.26,3576.09,3635.69,13866.3,50456331.51
2019-01-10,BTCUSD,4004.12,4035.21,3560,3626.12,18967.77,71162282.34
2019-01-09,BTCUSD,3993.86,4042.2,3962.12,4004.12,10180.99,40806556.14
2019-01-08,BTCUSD,4006.01,4114.8,3945,3993.86,12850.61,51608355.86
2019-01-07,BTCUSD,4040.99,4070,3968.79,4006.01,9408.71,37822045.68
2019-01-06,BTCUSD,3798.62,4088,3756.01,4040.99,8949.92,35451351.39
2019-01-05,BTCUSD,3820.25,3874.12,3775,3798.62,6205.09,23788949.1
2019-01-04,BTCUSD,3787.57,3849,3730,3820.25,8951.89,33883543.98
2019-01-03,BTCUSD,3890.79,3893.8,3758.07,3787.57,8715.63,33354904.32
2019-01-02,BTCUSD,3826.09,3916.57,3770.07,3890.79,9536.46,36593653.4
2019-01-01,BTCUSD,3691.86,3841.17,3651.02,3826.09,10364.91,38462527.75
2018-12-31,BTCUSD,3829,3835.4,3625.84,3691.86,11743.89,43908768.84
2018-12-30,BTCUSD,3729.31,3863.06,3691.01,3829,8281.34,31410502.18
2018-12-29,BTCUSD,3888.06,3944.33,3706,3729.31,8888.81,34339865.94
2018-12-28,BTCUSD,3589.89,3971.58,3576.12,3888.06,15655.27,59270515.49
2018-12-27,BTCUSD,3809.88,3841.21,3567,3589.89,12383.47,45731632.17
2018-12-26,BTCUSD,3780,3849.2,3685.02,3809.88,8763.53,33042372.79
2018-12-25,BTCUSD,4034,4045.41,3676.15,3780,11888.87,45000432.16
2018-12-24,BTCUSD,3944.93,4239.37,3944.92,4034,18459.12,76089211.12
2018-12-23,BTCUSD,3980.46,4050,3904.87,3944.93,9760.55,38817919.58
2018-12-22,BTCUSD,3839.06,4005,3790.16,3980.46,9641.35,37325618.06
2018-12-21,BTCUSD,4075.34,4162.27,3775,3839.06,21880.53,86954689.31
2018-12-20,BTCUSD,3682.51,4175,3661.5,4075.34,28862.88,114890624.61
2018-12-19,BTCUSD,3667.77,3928.15,3642.17,3682.51,27118.36,101817752.87
2018-12-18,BTCUSD,3496.82,3688,3436.5,3667.77,16101.1,56933990.4
2018-12-17,BTCUSD,3195,3585.95,3184.28,3496.82,20649.01,70639362.06
2018-12-16,BTCUSD,3183,3258,3181.24,3195,6960.21,22400415.44
2018-12-15,BTCUSD,3195.71,3228.69,3130,3183,9032.11,28655379.18
2018-12-14,BTCUSD,3265,3294.9,3135,3195.71,13684.44,44008088.91
2018-12-13,BTCUSD,3430.24,3439.63,3227.96,3265,13289.12,44246274.75
2018-12-12,BTCUSD,3349.36,3486.16,3325.58,3430.24,10238.1,34894094.7
2018-12-11,BTCUSD,3410.15,3424.92,3293.49,3355.68,10574.9,35539918.9
2018-12-10,BTCUSD,3531.18,3590.71,3354.97,3410.15,12950.67,44649594.52
2018-12-09,BTCUSD,3401,3642.51,3373.52,3531.18,11241.81,39534414.79
2018-12-08,BTCUSD,3380.01,3495,3253.66,3401,13145.57,44474430.73
2018-12-07,BTCUSD,3433.26,3544.99,3212,3380.01,34994.71,117571739.62
2018-12-06,BTCUSD,3694.39,3849,3401,3433.26,26157.21,95403129.31
2018-12-05,BTCUSD,3901.84,3912.53,3660,3694.39,14074.46,53225016.59
2018-12-04,BTCUSD,3833.47,4035.1,3732.43,3901.84,15556.85,60561979.03
2018-12-03,BTCUSD,4103.19,4119.98,3741.95,3833.47,15624.16,60988995.33
2018-12-02,BTCUSD,4142.01,4263.77,4036,4103.19,10461.93,43216163.42
2018-12-01,BTCUSD,3976,4275.42,3910.08,4142.01,9685.27,39839244.19
2018-11-30,BTCUSD,4248,4297.71,3869,3975.48,18112.45,73243944.12
2018-11-29,BTCUSD,4225.03,4410.52,4078.21,4248,19053.48,80634972.42
2018-11-28,BTCUSD,3775,4365,3775,4225.03,34203.59,140103162.28
2018-11-27,BTCUSD,3731.32,3830,3562.9,3775,22536.15,83514577.38
2018-11-26,BTCUSD,3936.69,4076.25,3510,3731.32,34144.92,128945499.1
2018-11-25,BTCUSD,3774.99,4120,3457.81,3936.69,36576.28,137761165.11
2018-11-24,BTCUSD,4283.8,4370.78,3650.84,3774.99,20501.98,81745237.63
2018-11-23,BTCUSD,4263.66,4366.05,4086.16,4283.8,18389.56,77685278.7
2018-11-22,BTCUSD,4545.11,4589,4238.69,4263.66,12107.2,53839728.96
2018-11-21,BTCUSD,4349.23,4627.55,4239.01,4545.11,27423.73,121800475.32
2018-11-20,BTCUSD,4733.5,4889,4035,4349.23,61797.01,275875686.16
