Created on 10-17-2019,https://www.CryptoDataDownload.com
date,symbol,open,high,low,close,volume_btc,volume
2018-11-19,BTCUSD,5560,5560,4670.63,4733.5,36133.96,183124118.76
2018-11-18,BTCUSD,5504.17,5665,5503.34,5560,4599.14,25514015.42
2018-11-17,BTCUSD,5512.24,5544,5450.84,5504.17,4672.7,25633309.6
2018-11-16,BTCUSD,5579.52,5609.91,5410,5512.24,8839.08,48837088.75
2018-11-15,BTCUSD,5605.46,5645,5190,5579.52,20850.3,114060256.02
2018-11-14,BTCUSD,6259.35,6293.38,5281.01,5605.46,28948.74,165304900.05
2018-11-13,BTCUSD,6327.86,6328.22,6252.5,6259.35,4465.43,28083621.57
2018-11-12,BTCUSD,6357.6,6383.59,6305.95,6327.86,3498.83,22197659.45
2018-11-11,BTCUSD,6347.42,6360,6271.15,6357.6,2262.05,14319132.69
2018-11-10,BTCUSD,6334.89,6374,6327.46,6347.42,2366.56,15041644.97
2018-11-09,BTCUSD,6406.25,6415,6309.45,6334.89,4377.42,27842689.28
2018-11-08,BTCUSD,6503.12,6511.88,6391.99,6406.25,4929.29,31768725.31
2018-11-07,BTCUSD,6448.5,6540,6448.5,6503.12,5541.0,36042976.55
2018-11-06,BTCUSD,6404,6449.65,6387.82,6448.5,5257.68,33746528.33
2018-11-05,BTCUSD,6423.28,6439.99,6372,6404,3878.2,24833457.37
2018-11-04,BTCUSD,6331.96,6464.15,6314.82,6423.28,3785.22,24180829.93
2018-11-03,BTCUSD,6349.8,6351.7,6315.91,6331.96,2490.79,15776821.86
2018-11-02,BTCUSD,6343.99,6378.77,6333.94,6349.8,4003.06,25439682.42
2018-11-01,BTCUSD,6304.18,6360,6293.44,6343.99,4395.73,27752840.56
2018-10-31,BTCUSD,6267.63,6353.24,6203.72,6304.18,5061.85,31788070.1
2018-10-30,BTCUSD,6266,6289,6240.54,6267.63,4018.99,25168516.72
2018-10-29,BTCUSD,6403.62,6414.99,6211,6266,6219.19,39182076.98
2018-10-28,BTCUSD,6409.12,6415,6380.01,6403.62,2032.02,13008844.83
2018-10-27,BTCUSD,6404.87,6421.76,6390,6409.12,2264.63,14506617.0
2018-10-26,BTCUSD,6395.58,6450,6383.54,6404.87,3923.84,25128261.16
2018-10-25,BTCUSD,6415.97,6422,6379.74,6395.58,3446.96,22061255.74
2018-10-24,BTCUSD,6395.14,6470.99,6395.13,6415.97,5001.03,32142825.41
2018-10-23,BTCUSD,6407.65,6411.5,6360,6395.14,3884.63,24836419.59
2018-10-22,BTCUSD,6415.88,6427.63,6377.77,6407.65,3827.53,24503622.77
2018-10-21,BTCUSD,6414,6452.87,6405.57,6415.88,2497.64,16065758.0
2018-10-20,BTCUSD,6382.98,6420,6369.32,6414,3359.42,21491758.94
2018-10-19,BTCUSD,6394.96,6409.61,6355,6382.98,3708.25,23677548.56
2018-10-18,BTCUSD,6443.7,6489.83,6355,6394.96,6821.25,43810348.18
2018-10-17,BTCUSD,6457.11,6459.99,6411.19,6443.7,5281.04,34000548.91
2018-10-16,BTCUSD,6436.98,6436.98,6422.16,6422.16,0.0,0.0
2018-10-15,BTCUSD,6183.49,6810,6151.58,6436.98,19798.42,127885999.98
2018-10-14,BTCUSD,6196,6288.36,6151,6183.49,3657.22,22764662.69
2018-10-13,BTCUSD,6188.01,6212,6178,6196,3722.67,23074416.97
2018-10-12,BTCUSD,6154.69,6235.2,6111.97,6188.01,5412.96,33554630.61
2018-10-11,BTCUSD,6524.56,6524.56,6033.34,6154.69,18769.33,116335608.9
2018-10-10,BTCUSD,6589.48,6591.32,6445.48,6524.56,5989.36,39043016.27
2018-10-09,BTCUSD,6608.07,6612.86,6552.5,6589.48,4424.22,29122947.04
2018-10-08,BTCUSD,6570,6681.19,6545.63,6608.07,5158.8,34066647.32
2018-10-07,BTCUSD,6552.43,6585.01,6491.81,6570,2572.74,16824366.84
2018-10-06,BTCUSD,6593.94,6594.39,6536,6552.43,2686.64,17617374.75
2018-10-05,BTCUSD,6547.45,6641,6512.81,6593.94,4973.4,32597736.43
2018-10-04,BTCUSD,6466.03,6603.01,6455,6547.45,6292.98,41231044.84
2018-10-03,BTCUSD,6498.46,6507.95,6398.96,6466.03,6017.6,38792994.29
2018-10-02,BTCUSD,6572.83,6591.37,6452,6498.46,5283.88,34517949.11
2018-10-01,BTCUSD,6605,6639.33,6479.03,6572.83,6869.97,45113832.24
2018-09-30,BTCUSD,6582,6640.37,6523,6605,3604.16,23739483.01
2018-09-29,BTCUSD,6620.01,6620.01,6452.02,6582,4164.89,27236990.33
2018-09-28,BTCUSD,6680.01,6786.73,6528.13,6620.01,8630.93,57429631.92
2018-09-27,BTCUSD,6455.66,6734.78,6430,6680.01,7629.43,50049900.06
2018-09-26,BTCUSD,6436.89,6537.26,6380.62,6455.66,5767.65,37350373.43
2018-09-25,BTCUSD,6582.09,6582.1,6320.5,6436.89,8918.53,57200568.82
2018-09-24,BTCUSD,6696.99,6716.16,6555.99,6582.09,5245.81,34758698.5
2018-09-23,BTCUSD,6707.33,6777,6660.05,6696.99,3403.22,22806982.88
2018-09-22,BTCUSD,6750,6823,6628.01,6707.33,5114.24,34363292.87
2018-09-21,BTCUSD,6493.11,6777.1,6492.5,6750,10972.56,73208617.45
2018-09-20,BTCUSD,6386.94,6530,6337,6493.11,6573.75,42236058.52
2018-09-19,BTCUSD,6335.7,6511,6106.37,6386.94,9736.67,61712813.0
2018-09-18,BTCUSD,6250.7,6384.04,6228,6335.7,6009.83,37901046.74
2018-09-17,BTCUSD,6498,6529.75,6207.55,6250.7,8901.88,56553438.08
2018-09-16,BTCUSD,6518.68,6521.75,6324.9,6498,3191.64,20649801.91
2018-09-15,BTCUSD,6478.04,6565,6470,6518.68,3344.58,21811302.81
2018-09-14,BTCUSD,6485.99,6580,6378.05,6478.04,7312.68,47509635.88
2018-09-13,BTCUSD,6326,6530,6323.65,6485.99,9327.54,60165545.77
2018-09-12,BTCUSD,6282.53,6340.94,6194.88,6326,7259.91,45544454.52
2018-09-11,BTCUSD,6299.99,6405,6176.76,6282.53,7223.25,45346177.73
2018-09-10,BTCUSD,6235.01,6375.13,6221.49,6299.99,6841.81,43020287.34
2018-09-09,BTCUSD,6188,6450,6147,6235.01,5936.9,37341591.59
2018-09-08,BTCUSD,6395.01,6460,6116,6188,6748.54,42370156.36
2018-09-07,BTCUSD,6495,6530,6325,6395.01,8126.97,52306103.71
2018-09-06,BTCUSD,6687.96,6703.73,6272.73,6495,17927.95,115051401.95
2018-09-05,BTCUSD,7360,7384,6664.07,6687.96,14914.63,104385125.22
2018-09-04,BTCUSD,7256.98,7402.5,7229.94,7360,7717.62,56629839.78
2018-09-03,BTCUSD,7295,7338,7192.99,7256.98,5857.14,42567231.9
2018-09-02,BTCUSD,7191.08,7328.36,7130.01,7295,5648.04,40927690.96
2018-09-01,BTCUSD,7015.01,7275,7010.98,7191.08,5978.49,42717080.73
2018-08-31,BTCUSD,6983,7090.46,6884.49,7015.01,7685.76,53748713.61
2018-08-30,BTCUSD,7030.9,7048.66,6790,6983,7910.9,54632215.36
2018-08-29,BTCUSD,7071.01,7119,6907.42,7030.9,7424.03,52174844.41
2018-08-28,BTCUSD,6911.9,7128,6864.96,7071.01,11482.31,80511149.84
2018-08-27,BTCUSD,6709.98,6947.6,6654.13,6911.9,6994.99,47234694.38
2018-08-26,BTCUSD,6737.52,6773,6574.27,6709.98,4641.17,30988635.87
2018-08-25,BTCUSD,6690.88,6790,6668,6737.52,4761.32,32019192.31
2018-08-24,BTCUSD,6526.36,6719,6451.55,6690.88,7223.8,47501021.18
2018-08-23,BTCUSD,6359.99,6568.37,6348.69,6526.36,6856.61,44170875.0
2018-08-22,BTCUSD,6475.9,6890.65,6250,6359.99,15930.31,104341943.74
2018-08-21,BTCUSD,6258.74,6490,6249.12,6475.9,6584.39,42145909.64
2018-08-20,BTCUSD,6489.53,6525,6227.71,6258.74,7448.29,47749934.79
2018-08-19,BTCUSD,6396.64,6547.34,6328.45,6489.53,4432.89,28490268.61
2018-08-18,BTCUSD,6585.49,6613.23,6312,6396.64,6669.64,43017147.41
2018-08-17,BTCUSD,6315.9,6585.5,6290.39,6585.49,10578.77,68564601.79
2018-08-16,BTCUSD,6269.01,6475.01,6200,6315.9,8799.16,55858562.0
2018-08-15,BTCUSD,6195.01,6636,6189,6269.01,16811.85,107546758.9
2018-08-14,BTCUSD,6253.67,6258.32,5900,6195.01,17119.88,103854359.83
2018-08-13,BTCUSD,6316.01,6544.99,6143,6253.67,10179.58,64323059.55
2018-08-12,BTCUSD,6112.21,6112.21,6112.21,6112.21,0.0,0.0
2018-08-11,BTCUSD,6146.01,6190,6003,6112.21,4021.81,24551752.98
2018-08-10,BTCUSD,6546.46,6584.8,6015,6146.01,7740.13,48242242.25
2018-08-09,BTCUSD,6282.5,6633.21,6177.51,6546.46,13627.25,87452203.34
2018-08-08,BTCUSD,6718.22,6718.22,6121.04,6282.5,21222.61,135716565.21
2018-08-07,BTCUSD,6938,7152,6650,6718.22,10429.16,72216177.79
2018-08-06,BTCUSD,7030.01,7163,6840.06,6938,8425.87,58826812.92
2018-08-05,BTCUSD,7005,7086.52,6880,7030.01,6104.64,42664283.17
2018-08-04,BTCUSD,7414.08,7495,6940,7005,9218.69,65775392.46
2018-08-03,BTCUSD,7533.92,7538.53,7285,7414.08,10475.08,77574038.63
2018-08-02,BTCUSD,7603.99,7707.54,7462,7533.92,6722.46,50931754.41
2018-08-01,BTCUSD,7727.27,7750,7440.01,7603.99,10921.59,82623838.46
2018-07-31,BTCUSD,8170.01,8173.57,7634.22,7727.27,12000.2,93911260.29
2018-07-30,BTCUSD,8216.34,8274.92,7850,8170.01,9821.99,79392659.29
2018-07-29,BTCUSD,8228.9,8289.96,8127.87,8216.34,4059.13,33351348.24
2018-07-28,BTCUSD,8184.21,8230,8065,8228.9,3991.58,32614428.43
2018-07-27,BTCUSD,7931.99,8276.55,7787.29,8184.21,11584.49,93237668.65
2018-07-26,BTCUSD,8157.15,8290,7840,7931.99,11202.08,90818534.46
2018-07-25,BTCUSD,8401.01,8482.84,8042,8157.15,13863.11,114146044.03
2018-07-24,BTCUSD,7720.09,8488,7695.99,8401.01,18923.85,153677129.68
2018-07-23,BTCUSD,7397.8,7809,7378.26,7720.09,12070.76,92801603.09
2018-07-22,BTCUSD,7408,7569.69,7327.75,7397.8,5353.75,39868036.18
2018-07-21,BTCUSD,7334.46,7444.77,7204.32,7408,4853.63,35580481.69
2018-07-20,BTCUSD,7470.01,7687,7259.76,7334.46,9846.56,73047752.52
2018-07-19,BTCUSD,7378.99,7563.81,7281.42,7470.01,9683.79,71815627.59
2018-07-18,BTCUSD,7315.01,7584.85,7229.89,7378.99,15273.11,113266571.1
2018-07-17,BTCUSD,6728.81,7472.5,6663.51,7315.01,15108.63,107004977.08
2018-07-16,BTCUSD,6348.73,6750,6330.3,6728.81,8828.08,58194902.32
2018-07-15,BTCUSD,6248.65,6385.35,6233.26,6348.73,3669.02,23230467.01
2018-07-14,BTCUSD,6216.29,6323.68,6187,6248.65,2934.25,18320211.43
2018-07-13,BTCUSD,6249.75,6335.09,6121.53,6216.29,5827.07,36331369.65
2018-07-12,BTCUSD,6390.04,6390.04,6075.01,6249.75,8810.27,54928554.52
2018-07-11,BTCUSD,6303.7,6400,6281.01,6390.04,4926.29,31309175.0
2018-07-10,BTCUSD,6664.01,6679.47,6279,6303.7,7603.87,48994686.81
2018-07-09,BTCUSD,6701.97,6815.82,6625,6664.01,5072.92,34007270.21
2018-07-08,BTCUSD,6753.28,6778.31,6671,6701.97,3126.09,21059821.76
2018-07-07,BTCUSD,6600,6843.26,6512,6753.28,4201.2,27817256.98
2018-07-06,BTCUSD,6532.95,6639,6452.2,6600,4997.83,32760665.2
2018-07-05,BTCUSD,6587.47,6700,6449.5,6532.95,6719.91,44183353.29
2018-07-04,BTCUSD,6502.62,6794.99,6411.51,6587.47,6542.58,43252522.96
2018-07-03,BTCUSD,6611.79,6673.99,6465,6502.62,6352.02,41823454.57
2018-07-02,BTCUSD,6349.5,6669.99,6270.01,6611.79,8121.3,53027923.04
2018-07-01,BTCUSD,6383.19,6424.14,6256.76,6349.5,3880.62,24628052.11
2018-06-30,BTCUSD,6202.36,6520.15,6185,6383.19,6547.95,41740609.64
2018-06-29,BTCUSD,5851.66,6300,5790.01,6202.36,10629.32,63391179.25
2018-06-28,BTCUSD,6132.17,6161.47,5818,5851.66,7418.41,44664591.84
2018-06-27,BTCUSD,6074.94,6175.43,5984.11,6132.17,6792.7,41399520.28
2018-06-26,BTCUSD,6246.01,6271,6024.99,6074.94,6253.3,38645723.81
2018-06-25,BTCUSD,6149.99,6340.01,6070.13,6246.01,8807.46,54715582.75
2018-06-24,BTCUSD,6178.29,6255.8,5777,6149.99,12695.65,76443754.14
2018-06-23,BTCUSD,6059.82,6250,6040.01,6178.29,5908.17,36244141.37
2018-06-22,BTCUSD,6719.01,6725,5921.21,6059.82,16911.16,105561912.61
2018-06-21,BTCUSD,6756.1,6787,6682.3,6719.01,4182.1,28146891.35
2018-06-20,BTCUSD,6736.41,6817,6557.66,6756.1,6488.5,43427008.47
2018-06-19,BTCUSD,6709.02,6829.06,6670.01,6736.41,6092.32,40990235.23
2018-06-18,BTCUSD,6447.16,6795,6385,6709.02,7725.85,50862772.08
2018-06-17,BTCUSD,6484.29,6570.01,6428.14,6447.16,3250.28,21122998.53
2018-06-16,BTCUSD,6391.22,6549.99,6330,6484.29,4442.03,28678398.29
2018-06-15,BTCUSD,6638.49,6659.99,6370,6391.22,6903.72,45121373.39
2018-06-14,BTCUSD,6302.32,6749.99,6269,6638.49,14198.23,92330049.17
2018-06-13,BTCUSD,6544.99,6618.95,6135,6302.32,16938.07,107919670.44
2018-06-12,BTCUSD,6881,6885.84,6450,6544.99,10182.01,67843714.24
2018-06-11,BTCUSD,6770.31,6913.83,6666.66,6881,11514.71,77860066.29
2018-06-10,BTCUSD,7496.4,7496.41,6652,6770.31,17537.54,121672118.26
2018-06-09,BTCUSD,7618.8,7679.61,7468,7496.4,2591.37,19705723.85
2018-06-08,BTCUSD,7684.93,7690,7536.58,7618.8,3898.49,29714138.4
2018-06-07,BTCUSD,7655,7747,7635,7684.93,4978.29,38285664.53
2018-06-06,BTCUSD,7612.51,7691,7484,7655,5566.79,42305009.7
2018-06-05,BTCUSD,7487.37,7677.5,7355,7612.51,5599.22,42039709.41
2018-06-04,BTCUSD,7706.37,7747.57,7447.61,7487.37,5644.33,42594288.27
2018-06-03,BTCUSD,7636.42,7777,7583.24,7706.37,4706.08,36217683.05
2018-06-02,BTCUSD,7514.32,7697.09,7440,7636.42,4702.68,35749666.62
2018-06-01,BTCUSD,7485,7599.99,7351.01,7514.32,6726.93,50201757.77
2018-05-31,BTCUSD,7380.01,7608.99,7340,7485,5809.56,43622416.7
2018-05-30,BTCUSD,7460,7557.78,7272.71,7380.01,6003.96,44492636.81
2018-05-29,BTCUSD,7107.94,7524.99,7058,7460,10110.69,73998239.29
2018-05-28,BTCUSD,7346.64,7444.8,7087,7107.94,7387.64,53420746.08
2018-05-27,BTCUSD,7337.95,7392.7,7229.01,7346.64,4381.6,31993637.04
2018-05-26,BTCUSD,7459.11,7640.46,7287.23,7337.95,4391.64,32866203.7
2018-05-25,BTCUSD,7584.15,7661.85,7326.94,7459.11,8491.93,63420692.82
2018-05-24,BTCUSD,7505,7734.99,7269,7584.15,11033.72,82931373.76
2018-05-23,BTCUSD,7987.7,8030,7433.19,7505,14905.99,114810431.52
2018-05-22,BTCUSD,8393.44,8400,7950,7987.7,6589.43,53897527.48
2018-05-21,BTCUSD,8516.86,8584.39,8309.23,8393.44,4844.48,40909022.48
2018-05-20,BTCUSD,8235.6,8596.74,8172,8516.86,4273.42,35902082.55
2018-05-19,BTCUSD,8238.51,8390,8152.54,8235.6,4117.42,34005517.03
2018-05-18,BTCUSD,8059,8279.63,7927.21,8238.51,7715.22,62470941.97
2018-05-17,BTCUSD,8344,8482.01,8001,8059,7926.38,65295038.3
2018-05-16,BTCUSD,8477.46,8500,8104.99,8344,9914.22,81955959.22
2018-05-15,BTCUSD,8670,8847,8420.45,8477.46,10250.04,88297355.67
2018-05-14,BTCUSD,8686.1,8880.01,8289.79,8670,13418.34,115748349.75
2018-05-13,BTCUSD,8475,8774.32,8345,8686.1,6259.26,53639665.94
2018-05-12,BTCUSD,8403.33,8658.57,8223.43,8475,10792.17,90952428.28
2018-05-11,BTCUSD,9010.51,9010.51,8351,8403.33,15907.06,137940903.1
2018-05-10,BTCUSD,9300.08,9386.31,9001.01,9010.51,7218.76,66420658.6
2018-05-09,BTCUSD,9177.81,9370,8960,9300.08,8129.59,74546897.15
2018-05-08,BTCUSD,9353,9463.13,9050,9177.81,8950.5,82566086.42
2018-05-07,BTCUSD,9600,9619.55,9162.85,9353,9317.83,86959663.38
2018-05-06,BTCUSD,9800,9880,9390,9600,7112.87,68458545.47
2018-05-05,BTCUSD,9685,9948.12,9660.28,9800,8827.89,86787106.26
2018-05-04,BTCUSD,9725.74,9743.87,9465,9685,10013.2,96569125.26
2018-05-03,BTCUSD,9190.48,9800,9131,9725.74,13700.5,129425309.67
2018-05-02,BTCUSD,9072.29,9250.04,8990,9190.48,8212.95,74933819.79
2018-05-01,BTCUSD,9243.83,9245.37,8831.21,9072.29,10763.33,96666932.01
2018-04-30,BTCUSD,9389.01,9446.98,9119,9243.83,8320.14,77222420.62
2018-04-29,BTCUSD,9329.99,9512.5,9179.99,9389.01,7545.14,70623571.2
2018-04-28,BTCUSD,8922.55,9440.01,8863.42,9329.99,8413.13,77754446.67
2018-04-27,BTCUSD,9272.11,9369,8910,8922.55,11378.78,104539338.7
2018-04-26,BTCUSD,8865.98,9318,8660,9272.11,14759.34,131435230.31
2018-04-25,BTCUSD,9648,9763.49,8602.43,8865.98,29386.63,269894051.19
2018-04-24,BTCUSD,8931.3,9728.56,8930,9648,19437.27,181524168.29
2018-04-23,BTCUSD,8795.01,8991,8775.1,8931.3,7780.82,69214737.03
2018-04-22,BTCUSD,8915.42,9015,8754.01,8795.01,7215.69,64164105.31
2018-04-21,BTCUSD,8866.27,9038.87,8610.7,8915.42,11250.01,99156727.62
2018-04-20,BTCUSD,8274,8932.56,8216.21,8866.27,14891.29,126835932.42
2018-04-19,BTCUSD,8152.05,8300,8105,8274,11199.38,92034904.14
2018-04-18,BTCUSD,7892.1,8243.99,7879.8,8152.05,10071.0,81308219.64
2018-04-17,BTCUSD,8048.93,8162.5,7822,7892.1,10184.17,81563611.65
2018-04-16,BTCUSD,8355.25,8398.98,7905.99,8048.93,12617.3,102125725.69
2018-04-15,BTCUSD,8003.11,8392.56,8003.11,8355.25,9106.28,75015635.82
2018-04-14,BTCUSD,7893.19,8150,7830,8003.11,9036.54,72396037.5
2018-04-13,BTCUSD,7916,8220,7760,7893.19,20659.55,165216508.67
2018-04-12,BTCUSD,6942.99,8050,6767.77,7916,28395.32,214771004.86
2018-04-11,BTCUSD,6824.99,6974,6806.01,6942.99,7809.09,53835669.46
2018-04-10,BTCUSD,6771.13,6893.29,6661.19,6824.99,7126.47,48398352.42
2018-04-09,BTCUSD,7020.01,7169.53,6617,6771.13,12931.92,88680243.77
2018-04-08,BTCUSD,6894.01,7099.99,6891.83,7020.01,5869.72,41042355.66
2018-04-07,BTCUSD,6619.01,7059,6605.08,6894.01,9502.09,65545725.0
2018-04-06,BTCUSD,6785.85,6847,6518.88,6619.01,10149.64,67416432.95
2018-04-05,BTCUSD,6791.68,6923.1,6574,6785.85,13909.99,93740462.05
2018-04-04,BTCUSD,7424.9,7424.91,6708.46,6791.68,13910.56,97474965.59
2018-04-03,BTCUSD,7045.01,7520,7017,7424.9,17483.9,127896836.62
2018-04-02,BTCUSD,6816.01,7100,6777.28,7045.01,13713.65,95762835.6
2018-04-01,BTCUSD,6928.5,7044.46,6450,6816.01,14325.78,96628050.91
2018-03-31,BTCUSD,6848.01,7200,6780.19,6928.5,13622.58,95623991.66
2018-03-30,BTCUSD,7079.99,7275.35,6600,6848.01,27479.15,188520448.21
2018-03-29,BTCUSD,7942.72,7957,6905,7079.99,25708.79,189532739.92
2018-03-28,BTCUSD,7793.61,8088,7727.76,7942.72,10608.52,83867112.62
2018-03-27,BTCUSD,8145,8219.99,7757,7793.61,14466.67,115150613.44
2018-03-26,BTCUSD,8453,8498,7858.1,8145,18298.44,148145385.21
2018-03-25,BTCUSD,8531.34,8670,8359.99,8453,8511.92,72497141.51
2018-03-24,BTCUSD,8927.1,8999,8508,8531.34,11073.17,97652321.95
2018-03-23,BTCUSD,8715.09,8927.81,8280.04,8927.1,14212.8,121329830.07
2018-03-22,BTCUSD,8891.81,9073.93,8467.27,8715.09,13885.21,121308053.74
2018-03-21,BTCUSD,8900,9174,8745,8891.81,14536.32,130220366.18
2018-03-20,BTCUSD,8589.01,9046.26,8316.99,8900,18799.01,163562452.48
2018-03-19,BTCUSD,8192,8750.61,8110,8589.01,24075.67,201918172.73
2018-03-18,BTCUSD,7857.6,8302.73,7310,8192,29124.27,223313677.72
2018-03-17,BTCUSD,8275,8349.82,7751,7857.6,13146.15,105411863.17
2018-03-16,BTCUSD,8259.99,8600,7911,8275,16138.02,134277880.15
2018-03-15,BTCUSD,8207.02,8400,7666,8259.99,26426.13,213272177.69
2018-03-14,BTCUSD,9145.41,9340,7931,8207.02,25336.6,216554439.91
2018-03-13,BTCUSD,9120,9472.88,8855,9145.41,16059.63,146974006.13
2018-03-12,BTCUSD,9533.88,9890,8780.49,9120,19816.17,184885705.9
2018-03-11,BTCUSD,8795.44,9760,8516,9533.88,20534.85,188590778.78
2018-03-10,BTCUSD,9255,9514,8727.68,8795.44,16051.83,147598925.07
2018-03-09,BTCUSD,9304.89,9410,8370,9255,38841.8,344813643.69
2018-03-08,BTCUSD,9925,10098,9050,9304.89,21350.15,204726520.41
2018-03-07,BTCUSD,10700,10894,9400,9925,29225.23,294388277.15
2018-03-06,BTCUSD,11377.54,11395.63,10565.85,10700,16724.71,183282864.1
2018-03-05,BTCUSD,11469.9,11645.74,11340,11377.54,9470.43,109153960.71
2018-03-04,BTCUSD,11432.5,11487,11045.03,11469.9,7942.05,89511765.48
2018-03-03,BTCUSD,11000,11494.57,11000,11432.5,12066.71,136586889.1
2018-03-02,BTCUSD,10895.92,11149,10765,11000,12662.82,139077193.47
2018-03-01,BTCUSD,10307.27,11075,10213.99,10895.92,13824.45,147941445.98
2018-02-28,BTCUSD,10566.57,11044,10263,10307.27,17897.55,190456964.86
2018-02-27,BTCUSD,10300,10845.07,10133.33,10566.57,16465.19,173762145.96
2018-02-26,BTCUSD,9597.99,10447.74,9404,10300,17504.87,175797727.94
2018-02-25,BTCUSD,9688.62,9850,9324.75,9597.99,11129.51,106497962.91
2018-02-24,BTCUSD,10144.99,10494.14,9372.72,9688.62,18197.93,180155629.24
2018-02-23,BTCUSD,9830,10390.77,9576.43,10144.99,19664.01,196376198.63
2018-02-22,BTCUSD,10454.27,10900,9715.27,9830,26422.13,268890664.04
2018-02-21,BTCUSD,11235.57,11278.81,10250,10454.27,27910.71,300205501.44
2018-02-20,BTCUSD,11140,11775,11000,11235.57,24951.36,285961831.24
2018-02-19,BTCUSD,10380.04,11274.11,10297.39,11140,16154.08,175983581.77
2018-02-18,BTCUSD,11121.5,11299.1,10159,10380.04,24142.4,259535413.84
2018-02-17,BTCUSD,10167.49,11149,10057,11121.5,19222.9,205648014.78
2018-02-16,BTCUSD,10031.23,10307.68,9729.58,10167.49,16620.41,166819978.46
2018-02-15,BTCUSD,9472.98,10249.81,9342.46,10031.23,29789.74,293186307.35
2018-02-14,BTCUSD,8520.01,9482.5,8520,9472.98,22243.16,202543478.1
2018-02-13,BTCUSD,8872.28,8925,8393.1,8520.01,13139.47,113357334.82
2018-02-12,BTCUSD,8072.99,8950,8072.99,8872.28,18475.22,159371645.09
2018-02-11,BTCUSD,8547.49,8547.49,7857.78,8072.99,16176.24,132445927.41
2018-02-10,BTCUSD,8671.01,9090,8155.01,8547.49,22712.61,196226191.87
2018-02-09,BTCUSD,8218.1,8700,7750,8671.01,25750.68,212311612.74
2018-02-08,BTCUSD,7575.75,8625,7550,8218.1,29803.75,243905456.63
2018-02-07,BTCUSD,7688.46,8649.88,7212.82,7575.75,47816.08,379213828.59
2018-02-06,BTCUSD,6905.19,7948.89,5873,7688.46,85899.42,586030103.52
2018-02-05,BTCUSD,8167.9,8349.16,6426.94,6905.19,55053.58,400000801.63
2018-02-04,BTCUSD,9240,9350,7859,8167.9,22632.67,192692988.53
2018-02-03,BTCUSD,8787.52,9499,8115.48,9240,22376.49,199874964.47
2018-02-02,BTCUSD,9010.61,9090,7540,8787.52,47657.97,402616764.51
2018-02-01,BTCUSD,10099.99,10166.25,8400,9010.61,33299.38,304619253.28
2018-01-31,BTCUSD,9995,10299.95,9601.02,10099.99,18610.62,184380608.88
2018-01-30,BTCUSD,11123.01,11150,9714.84,9995,25138.03,258791883.91
2018-01-29,BTCUSD,11536,11570,10840,11123.01,10478.81,116748731.21
2018-01-28,BTCUSD,11319,11695,11234.99,11536,13109.53,150128732.8
2018-01-27,BTCUSD,11086.89,11494.08,10850,11319,11770.93,131986246.71
2018-01-26,BTCUSD,11118,11570,10305,11086.89,18029.05,197099538.1
2018-01-25,BTCUSD,11356.79,11690,10851,11118,12700.49,143410569.45
2018-01-24,BTCUSD,10824.94,11450,10457,11356.79,14157.04,155476131.13
2018-01-23,BTCUSD,10766.7,11370,9945,10824.94,20835.11,223535253.82
2018-01-22,BTCUSD,11518.16,11849,10025,10766.7,23186.08,250015050.83
2018-01-21,BTCUSD,12762.8,12762.8,11118,11518.16,15537.7,183763425.24
2018-01-20,BTCUSD,11498.99,12985.55,11498.99,12762.8,18087.06,224252854.57
2018-01-19,BTCUSD,11305.53,11973.99,11050,11498.99,15569.99,178499762.24
2018-01-18,BTCUSD,11200.01,12123.1,10687.21,11305.53,29065.2,335822136.99
2018-01-17,BTCUSD,11570.01,12358.89,9010,11200.01,60648.02,638793423.26
2018-01-16,BTCUSD,13590,13643.66,9928.62,11570.01,55998.79,658276609.32
2018-01-15,BTCUSD,13656.23,14253,13416,13590,9999.69,138344684.44
2018-01-14,BTCUSD,14187.95,14332.85,13110,13656.23,9965.91,135900260.3
2018-01-13,BTCUSD,13820,14500,13792.25,14187.95,9997.76,141996765.84
2018-01-12,BTCUSD,13308.06,14080.83,12900,13820,13970.64,190014298.75
2018-01-11,BTCUSD,14875.18,14970,12800.01,13308.06,25968.83,353069761.2
2018-01-10,BTCUSD,14480.99,14875.18,13550.01,14875.18,20897.79,297138669.05
2018-01-09,BTCUSD,14993.74,15384,14230,14480.99,14131.42,208863824.37
2018-01-08,BTCUSD,16174.22,16275,14000,14993.74,21174.24,319727096.94
2018-01-07,BTCUSD,17099,17115.01,15755.01,16174.22,10937.57,179675309.88
2018-01-06,BTCUSD,16960.01,17174,16251.01,17099,12927.52,216003326.18
2018-01-05,BTCUSD,15144.99,17178,14824.05,16960.01,20781.65,332879426.62
2018-01-04,BTCUSD,15098.14,15400,14230,15144.99,17980.39,267365600.79
2018-01-03,BTCUSD,14781.51,15400,14628,15098.14,16584.63,248696705.2
2018-01-02,BTCUSD,13480.01,15275,13005,14781.51,23957.87,339284691.72
2018-01-01,BTCUSD,13863.13,13889,12952.5,13480.01,11484.01,154169331.5
2017-12-31,BTCUSD,12839.99,14280.26,12633.8,13863.13,17428.57,234823165.7
2017-12-30,BTCUSD,14565.05,14639.79,12500,12839.99,25286.65,340875743.94
2017-12-29,BTCUSD,14450.01,15105.34,14041.81,14565.05,17235.04,251682459.86
2017-12-28,BTCUSD,15367.08,15489,13500,14450.01,27970.65,399465278.56
